pcklst_rule_id,pcklst_rule_name,wh_id,client_id,re_list_flg,allow_split_flg,list_typ,one_pass_only,assign_slot_flg,asset_typ,valid_flg,cnf_mtused_prt,cmdtxt,opr_cod,pick_ord_by,max_start_picks,drop_at_wrkzone_change,frc_pickup_prev,rsm_lst_pck_prev_opr,cmb_list_flg,prevent_pck_cons,pick_to_lvl,wa_fit_cri,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,max_assets
20,"NLW_PICK_LIST_RULE_X011_ZONE","2","RFH",0,0,"ORD","B",0,"",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220523144830","20220523144830","939370","939370",1
21,"NLW_PICK_LIST_RULE_A007_ZONE","2","RFH",0,0,"ORD","B",0,"1",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220601161945","20220601161948","939370","939370",1
22,"NLW_PICK_LIST_RULE_A107_ZONE","2","RFH",0,0,"ORD","B",0,"1",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220601162202","20220601162202","939370","939370",1
23,"NLW_PICK_LIST_RULE_P019_01_ZONE","2","RFH",0,0,"ORD","B",0,"1",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220606165945","20220606165946","939370","939370",1
24,"SHELVE_120CM_P019_01_ZONE","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220606170126","20230607171020","939370","938673",1
25,"TROLLEY_1S_P019_01_ZONE","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220606170211","20220606170212","939370","939370",1
26,"NLW_PICK_LIST_RULE_P019_02_ZONE","2","RFH",0,0,"ORD","B",0,"1",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220606170257","20220606170257","939370","939370",1
27,"SHELVE_120CM_P019_02_ZONE","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220606170342","20230607171059","939370","938673",1
28,"TROLLEY_1S_P019_02_ZONE","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220606170412","20230608080843","939370","938673",1
29,"SHELVE_120CM_A007_ZONE","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220811203511","20230607170608","939370","938673",1
30,"TROLLEY_1S_A007_ZONE","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220811203744","20230608000119","939370","938673",1
31,"SHELVE_120CM_A107_ZONE","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220811203926","20230613171023","939370","938673",1
32,"TROLLEY_1S_A107_ZONE","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220811204015","20230613170930","939370","938673",1
33,"SHELVE_120CM_SPECIAL","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220811204402","20230607171139","939370","938673",1
34,"TROLLEY_1S_SPECIAL","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220811204444","20230608080927","939370","938673",1
35,"NLW_PICK_LIST_RULE_A001_A002_ZONES","2","RFH",0,0,"ORD","B",0,"1",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220913220728","20220913221040","939370","939370",1
36,"SHELVE_120CM_A001_A002_ZONES","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220914111527","20230607170406","939370","938673",1
37,"TROLLEY_1S_A001_A002_ZONES","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20220914112014","20230609162957","939370","938673",1
38,"SHELVE_80CM_W104_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110131658","20230607233252","939370","938673",1
39,"SHELVE_80CM_A001_A002_ZONES","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110131759","20230607222917","939370","938673",1
40,"SHELVE_80CM_A005_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110132202","20230607222956","939370","938673",1
41,"SHELVE_80CM_A007_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110132558","20230607223121","939370","938673",1
42,"SHELVE_80CM_A107_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110133532","20230607223344","939370","938673",1
43,"SHELVE_80CM_P010_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110133621","20230607232255","939370","938673",1
44,"SHELVE_80CM_P011_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110133734","20230607232338","939370","938673",1
45,"SHELVE_80CM_P012_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110133827","20230607232437","939370","938673",1
46,"SHELVE_80CM_P013_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110133944","20230607232516","939370","938673",1
47,"SHELVE_80CM_P019_01_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110134035","20230607232901","939370","938673",1
48,"SHELVE_80CM_P019_02_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110134132","20230607232938","939370","938673",1
49,"SHELVE_80CM_SPECIAL","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110134221","20230607233110","939370","938673",1
50,"SHELVE_60CM_W104_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110134323","20230607173141","939370","938673",1
51,"SHELVE_60CM_A005_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110134418","20230607171556","939370","938673",1
52,"SHELVE_60CM_A001_A002_ZONES","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110134504","20230607171525","939370","938673",1
53,"SHELVE_60CM_A007_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110134601","20230607171648","939370","938673",1
54,"SHELVE_60CM_A107_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110134726","20230607171851","939370","938673",1
55,"SHELVE_60CM_P010_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110134828","20230607171918","939370","938673",1
56,"SHELVE_60CM_P011_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110135000","20230607172002","939370","938673",1
57,"SHELVE_60CM_P012_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110135051","20230607172028","939370","938673",1
58,"SHELVE_60CM_P013_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110135146","20230607172101","939370","938673",1
59,"SHELVE_60CM_P019_01_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110135227","20230607173015","939370","938673",1
60,"SHELVE_60CM_P019_02_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110135348","20230607173047","939370","938673",1
61,"SHELVE_60CM_SPECIAL","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110135450","20230607173114","939370","938673",1
62,"TROLLEY_2S_W104_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110135744","20230608082023","939370","938673",1
63,"TROLLEY_2S_A001_A002_ZONES","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110141048","20230608081034","939370","938673",1
64,"TROLLEY_2S_A005_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110141150","20230608081107","939370","938673",1
65,"TROLLEY_2S_A007_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110141254","20230608081201","939370","938673",1
66,"TROLLEY_2S_A107_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110141416","20230608081353","939370","938673",1
67,"TROLLEY_2S_P010_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110141516","20230608081419","939370","938673",1
68,"TROLLEY_2S_P011_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110141633","20230608081446","939370","938673",1
69,"TROLLEY_2S_P012_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110141742","20230608081513","939370","938673",1
70,"TROLLEY_2S_P013_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110141820","20230608081541","939370","938673",1
71,"TROLLEY_2S_P019_01_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110141902","20230608081912","939370","938673",1
72,"TROLLEY_2S_P019_02_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110141939","20230608081936","939370","938673",1
73,"TROLLEY_2S_SPECIAL","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110142015","20230608082000","939370","938673",1
74,"TROLLEY_3S_W104_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110142159","20230608083246","939370","938673",1
75,"TROLLEY_3S_A005_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110142258","20230608082116","939370","938673",1
76,"TROLLEY_3S_A001_A002_ZONES","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110142354","20230608082053","939370","938673",1
77,"TROLLEY_3S_A007_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110142445","20230608082205","939370","938673",1
78,"TROLLEY_3S_A107_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110142529","20230608082359","939370","938673",1
79,"TROLLEY_3S_P010_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110142616","20230608082424","939370","938673",1
80,"TROLLEY_3S_P011_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110142745","20230608082446","939370","938673",1
81,"TROLLEY_3S_P012_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110142827","20230608082509","939370","938673",1
82,"TROLLEY_3S_P013_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110142910","20230608082533","939370","938673",1
83,"TROLLEY_3S_P019_01_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110142951","20230608082920","939370","938673",1
84,"TROLLEY_3S_P019_02_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110143031","20230608082942","939370","938673",1
85,"TROLLEY_3S_SPECIAL","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110143115","20230608083140","939370","938673",1
86,"TROLLEY_0S_W104_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110143311","20230607235455","939370","938673",1
87,"TROLLEY_0S_A005_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110143521","20230607233531","939370","938673",1
88,"TROLLEY_0S_A001_A002_ZONES","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110152508","20230609162932","939370","938673",1
89,"TROLLEY_0S_A007_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110152620","20230607234100","939370","938673",1
90,"TROLLEY_0S_A107_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110152751","20230607234413","939370","938673",1
91,"TROLLEY_0S_P010_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110152846","20230607234924","939370","938673",1
92,"TROLLEY_0S_P011_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110152954","20230607235018","939370","938673",1
93,"TROLLEY_0S_P012_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110153055","20230607235136","939370","938673",1
94,"TROLLEY_0S_P013_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110153219","20230607235123","939370","938673",1
95,"TROLLEY_0S_P019_01_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110153401","20230607232825","939370","938673",1
96,"TROLLEY_0S_P019_02_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110153533","20230607235401","939370","938673",1
97,"TROLLEY_0S_SPECIAL","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230110153653","20230607235416","939370","938673",1
98,"NLW_PICK_LIST_RULE_P017_ZONE","2","RFH",0,0,"ORD","B",0,"1",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208150250","20230607170151","939370","938673",1
99,"NLW_PICK_LIST_RULE_P018_ZONE","2","RFH",0,0,"ORD","B",0,"1",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208150328","20230607170214","939370","938673",1
100,"SHELVE_120CM_P017_ZONE","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208150734","20230607164212","939370","938673",1
101,"SHELVE_120CM_P018_ZONE","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208151320","20230607165731","939370","938673",1
102,"SHELVE_80CM_P017_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208151504","20230607232607","939370","938673",1
103,"SHELVE_80CM_P018_ZONE","2","RFH",1,0,"ORD","B",0,"19-H800",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208151541","20230607232712","939370","938673",1
104,"SHELVE_60CM_P017_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208153009","20230607172142","939370","938673",1
105,"SHELVE_60CM_P018_ZONE","2","RFH",1,0,"ORD","B",0,"19-H600",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208153049","20230607172945","939370","938673",1
106,"TROLLEY_0S_P017_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208154900","20230607235202","939370","938673",1
107,"TROLLEY_0S_P018_ZONE","2","RFH",1,0,"ORD","B",0,"1-0S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208154935","20230607235304","939370","938673",1
108,"TROLLEY_1S_P017_ZONE","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208155013","20230607165300","939370","938673",1
109,"TROLLEY_1S_P018_ZONE","2","RFH",1,0,"ORD","B",1,"1-1S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208155044","20230607165637","939370","938673",1
110,"TROLLEY_2S_P017_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208155126","20230608081722","939370","938673",1
111,"TROLLEY_2S_P018_ZONE","2","RFH",1,0,"ORD","B",1,"1-2S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208155217","20230608082854","939370","938673",1
112,"TROLLEY_3S_P017_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208155305","20230608082646","939370","938673",1
113,"TROLLEY_3S_P018_ZONE","2","RFH",1,0,"ORD","B",1,"1-3S",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230208155350","20230608082738","939370","938673",1
114,"NLW_PICK_LIST_RULE_A006_ZONE","2","RFH",0,0,"ORD","B",0,"1",1,0,"create work","LPCK","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220165507","20230220165510","939370","939370",1
115,"SHELVE_120CM_A006_ZONE","2","RFH",1,0,"ORD","B",0,"19-H1200",1,0,"","","locmst.trvseq ASC,locmst.stoloc ASC",0,0,0,0,1,0,"L","","20230220165604","20230607170532","939370","938673",1
