pcklst_seq_cri_id,pcklst_rule_id,table_nam,field_name,sort_order,seqnum,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
95,41,"locmst","trvseq",0,2,"20230110132558","20230110132558","939370","939370"
96,41,"locmst","stoloc",0,3,"20230110132558","20230110132558","939370","939370"
97,42,"locmst","trvseq",0,2,"20230110133532","20230110133532","939370","939370"
98,42,"locmst","stoloc",0,3,"20230110133532","20230110133532","939370","939370"
99,43,"locmst","trvseq",0,2,"20230110133621","20230110133621","939370","939370"
100,43,"locmst","stoloc",0,3,"20230110133621","20230110133621","939370","939370"
101,44,"locmst","trvseq",0,2,"20230110133734","20230110133734","939370","939370"
102,44,"locmst","stoloc",0,3,"20230110133734","20230110133734","939370","939370"
103,45,"locmst","trvseq",0,2,"20230110133827","20230110133827","939370","939370"
104,45,"locmst","stoloc",0,3,"20230110133827","20230110133827","939370","939370"
105,46,"locmst","trvseq",0,2,"20230110133944","20230110133944","939370","939370"
106,46,"locmst","stoloc",0,3,"20230110133944","20230110133944","939370","939370"
107,47,"locmst","trvseq",0,2,"20230110134035","20230110134035","939370","939370"
108,47,"locmst","stoloc",0,3,"20230110134035","20230110134035","939370","939370"
109,48,"locmst","trvseq",0,2,"20230110134132","20230110134132","939370","939370"
110,48,"locmst","stoloc",0,3,"20230110134132","20230110134132","939370","939370"
111,49,"locmst","trvseq",0,2,"20230110134221","20230110134221","939370","939370"
112,49,"locmst","stoloc",0,3,"20230110134221","20230110134221","939370","939370"
113,50,"locmst","trvseq",0,2,"20230110134323","20230110134323","939370","939370"
114,50,"locmst","stoloc",0,3,"20230110134323","20230110134323","939370","939370"
115,51,"locmst","trvseq",0,2,"20230110134418","20230110134418","939370","939370"
116,51,"locmst","stoloc",0,3,"20230110134418","20230110134418","939370","939370"
117,52,"locmst","trvseq",0,2,"20230110134504","20230110134504","939370","939370"
118,52,"locmst","stoloc",0,3,"20230110134504","20230110134504","939370","939370"
119,53,"locmst","trvseq",0,2,"20230110134601","20230110134601","939370","939370"
120,53,"locmst","stoloc",0,3,"20230110134601","20230110134601","939370","939370"
121,54,"locmst","trvseq",0,2,"20230110134726","20230110134726","939370","939370"
122,54,"locmst","stoloc",0,3,"20230110134726","20230110134726","939370","939370"
123,55,"locmst","trvseq",0,2,"20230110134828","20230110134828","939370","939370"
124,55,"locmst","stoloc",0,3,"20230110134828","20230110134828","939370","939370"
125,56,"locmst","trvseq",0,2,"20230110135000","20230110135000","939370","939370"
126,56,"locmst","stoloc",0,3,"20230110135000","20230110135000","939370","939370"
127,57,"locmst","trvseq",0,2,"20230110135051","20230110135051","939370","939370"
128,57,"locmst","stoloc",0,3,"20230110135051","20230110135051","939370","939370"
129,58,"locmst","trvseq",0,2,"20230110135146","20230110135146","939370","939370"
130,58,"locmst","stoloc",0,3,"20230110135146","20230110135146","939370","939370"
131,59,"locmst","trvseq",0,2,"20230110135227","20230110135227","939370","939370"
132,59,"locmst","stoloc",0,3,"20230110135227","20230110135227","939370","939370"
133,60,"locmst","trvseq",0,2,"20230110135348","20230110135348","939370","939370"
134,60,"locmst","stoloc",0,3,"20230110135348","20230110135348","939370","939370"
135,61,"locmst","trvseq",0,2,"20230110135450","20230110135450","939370","939370"
136,61,"locmst","stoloc",0,3,"20230110135450","20230110135450","939370","939370"
231,98,"locmst","trvseq",0,1,"20230208150253","20230208150253","939370","939370"
232,98,"locmst","stoloc",0,2,"20230208150253","20230208150253","939370","939370"
233,99,"locmst","trvseq",0,1,"20230208150328","20230208150328","939370","939370"
234,99,"locmst","stoloc",0,2,"20230208150328","20230208150328","939370","939370"
235,100,"locmst","trvseq",0,2,"20230208150734","20230208150734","939370","939370"
236,100,"locmst","stoloc",0,3,"20230208150734","20230208150734","939370","939370"
237,101,"locmst","trvseq",0,2,"20230208151320","20230208151320","939370","939370"
238,101,"locmst","stoloc",0,3,"20230208151320","20230208151320","939370","939370"
239,102,"locmst","trvseq",0,2,"20230208151504","20230208151504","939370","939370"
240,102,"locmst","stoloc",0,3,"20230208151504","20230208151504","939370","939370"
241,103,"locmst","trvseq",0,2,"20230208151541","20230208151541","939370","939370"
242,103,"locmst","stoloc",0,3,"20230208151541","20230208151541","939370","939370"
243,104,"locmst","trvseq",0,2,"20230208153009","20230208153009","939370","939370"
244,104,"locmst","stoloc",0,3,"20230208153009","20230208153009","939370","939370"
245,105,"locmst","trvseq",0,2,"20230208153049","20230208153049","939370","939370"
246,105,"locmst","stoloc",0,3,"20230208153049","20230208153049","939370","939370"
269,114,"locmst","trvseq",0,1,"20230220165510","20230220165510","939370","939370"
270,114,"locmst","stoloc",0,2,"20230220165510","20230220165510","939370","939370"
271,115,"locmst","trvseq",0,2,"20230220165604","20230220165604","939370","939370"
272,115,"locmst","stoloc",0,3,"20230220165604","20230220165604","939370","939370"
273,116,"locmst","trvseq",0,2,"20230220165634","20230220165634","939370","939370"
274,116,"locmst","stoloc",0,3,"20230220165634","20230220165634","939370","939370"
275,117,"locmst","trvseq",0,2,"20230220165706","20230220165706","939370","939370"
276,117,"locmst","stoloc",0,3,"20230220165706","20230220165706","939370","939370"
288,122,"locmst","trvseq",0,1,"20230220165953","20230220165953","939370","939370"
289,122,"locmst","stoloc",0,2,"20230220165953","20230220165953","939370","939370"
290,123,"locmst","trvseq",0,2,"20230220170044","20230220170044","939370","939370"
291,123,"locmst","stoloc",0,3,"20230220170044","20230220170044","939370","939370"
292,124,"locmst","trvseq",0,2,"20230220170117","20230220170117","939370","939370"
293,124,"locmst","stoloc",0,3,"20230220170117","20230220170117","939370","939370"
294,125,"locmst","trvseq",0,2,"20230220170147","20230220170147","939370","939370"
295,125,"locmst","stoloc",0,3,"20230220170147","20230220170147","939370","939370"
307,130,"locmst","trvseq",0,1,"20230220170352","20230220170352","939370","939370"
308,130,"locmst","stoloc",0,2,"20230220170352","20230220170352","939370","939370"
309,131,"locmst","trvseq",0,2,"20230220170425","20230220170425","939370","939370"
310,131,"locmst","stoloc",0,3,"20230220170425","20230220170425","939370","939370"
311,132,"locmst","trvseq",0,2,"20230220170453","20230220170453","939370","939370"
312,132,"locmst","stoloc",0,3,"20230220170453","20230220170453","939370","939370"
313,133,"locmst","trvseq",0,2,"20230220170518","20230220170518","939370","939370"
314,133,"locmst","stoloc",0,3,"20230220170518","20230220170518","939370","939370"
326,138,"locmst","trvseq",0,1,"20230220170720","20230220170720","939370","939370"
327,138,"locmst","stoloc",0,2,"20230220170720","20230220170720","939370","939370"
328,139,"locmst","trvseq",0,2,"20230220170755","20230220170755","939370","939370"
329,139,"locmst","stoloc",0,3,"20230220170755","20230220170755","939370","939370"
330,140,"locmst","trvseq",0,2,"20230220170821","20230220170821","939370","939370"
331,140,"locmst","stoloc",0,3,"20230220170821","20230220170821","939370","939370"
332,141,"locmst","trvseq",0,2,"20230220170848","20230220170848","939370","939370"
333,141,"locmst","stoloc",0,3,"20230220170848","20230220170848","939370","939370"
453,36,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
454,6,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
455,115,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
456,29,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
457,123,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
458,131,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
459,139,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
460,31,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
461,9,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
462,12,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
463,15,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
464,18,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
465,100,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
466,101,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
467,24,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
468,27,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
469,33,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
470,4,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
471,52,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
472,51,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
473,117,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
474,53,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
475,125,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
476,133,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
477,141,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
478,54,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
479,55,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
480,56,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
481,57,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
482,58,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
483,104,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
484,105,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
485,59,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
486,60,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
487,61,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
488,50,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
489,39,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
490,40,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
491,116,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
492,41,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
493,124,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
494,132,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
495,140,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
496,42,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
497,43,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
498,44,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
499,45,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
500,46,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
501,102,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
502,103,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
503,47,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
504,48,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
505,49,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
506,38,"ord_line","late_shpdte",0,1,"20230524145914","20230524145914","938673","938673"
532,4,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
533,6,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
534,9,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
535,12,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
536,15,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
537,18,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
538,24,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
539,27,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
540,29,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
541,31,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
542,33,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
543,36,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
544,38,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
545,39,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
546,40,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
547,41,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
548,42,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
549,43,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
550,44,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
551,45,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
552,46,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
553,47,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
554,48,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
555,49,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
556,50,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
557,51,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
558,52,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
559,53,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
560,54,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
561,55,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
562,56,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
563,57,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
564,58,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
565,59,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
566,60,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
567,61,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
568,100,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
569,101,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
570,102,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
571,103,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
572,104,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
573,105,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
574,115,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
575,116,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
576,117,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
577,123,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
578,124,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
579,125,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
580,131,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
581,132,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
582,133,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
583,139,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
584,140,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
585,141,"ord","adddte",0,4,"20230612000000","20230612000000","938673","938673"
910,87,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
911,87,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
912,87,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
916,88,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
917,88,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
918,88,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
922,89,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
923,89,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
924,89,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
928,90,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
929,90,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
930,90,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
934,91,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
935,91,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
936,91,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
940,92,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
941,92,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
942,92,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
946,93,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
947,93,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
948,93,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
952,94,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
953,94,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
954,94,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
958,95,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
959,95,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
960,95,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
964,96,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
965,96,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
966,96,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
970,97,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
971,97,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
972,97,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
976,106,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
977,106,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
978,106,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
982,107,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
983,107,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
984,107,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1042,118,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1043,118,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1044,118,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1075,126,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1076,126,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1077,126,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1108,134,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1109,134,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1110,134,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1141,142,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1142,142,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1143,142,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1198,32,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1199,32,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1200,32,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1333,5,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1334,5,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1335,5,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1336,7,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1337,7,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1338,7,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1339,10,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1340,10,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1341,10,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1342,13,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1343,13,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1344,13,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1345,16,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1346,16,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1347,16,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1348,19,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1349,19,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1350,19,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1351,25,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1352,25,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1353,25,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1354,28,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1355,28,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1356,28,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1357,30,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1358,30,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1359,30,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1360,34,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1361,34,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1362,34,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1363,37,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1364,37,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1365,37,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1366,62,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1367,62,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1368,62,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1369,63,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1370,63,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1371,63,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1372,64,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1373,64,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1374,64,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1375,65,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1376,65,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1377,65,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1378,66,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1379,66,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
1380,66,"locmst","stoloc",0,3,"20230612000000","20230614093201","939370","938673"
1381,67,"pckwrk_view","list_id",0,1,"20230612000000","20230614093201","939370","938673"
1382,67,"locmst","trvseq",0,2,"20230612000000","20230614093201","939370","938673"
