var_nam,appl_id,frm_id,addon_id,srt_seq,cust_lvl,lkp_id,ena_flg,ret_fld,inp_fld,mult_flg,grp_nam
"trlr_num","LES","carmovemnt","LES",0,0,"l_open_trlr_num",1,"trlr_num,carcod","trlr_num,carcod",1,"dcs_data"
"trlr_num","LES","chgtrlr","LES",0,0,"NONE",0,"","",1,"dcs_data"
"trlr_num","LES","inbqltmnt","LES",0,0,"l_rcv_trlr_num",1,"trlr_num,trknum","wh_id,trlr_num,trknum,carcod",0,"dcs_data"
"trlr_num","LES","LES","LES",0,0,"l_trlr_num",1,"","trlr_num,carcod",1,"dcs_data"
"trlr_num","LES","movtrlropr","LES",0,0,"l_trlr_num",0,"","trlr_num,carcod",1,"dcs_data"
"trlr_num","LES","mstrcptmnt","LES",0,0,"l_mstrcpt_trlr_num",1,"trlr_num,carcod","trlr_num,carcod",1,"dcs_data"
"trlr_num","LES","rcvinvmnt","LES",0,0,"l_rcv_trlr_num",1,"trlr_num,trknum,carcod","wh_id,trlr_num,carcod",0,"dcs_data"
"trlr_num","LES","rtetrlrmnt","LES",0,0,"l_trlr_asgn",1,"trlr_num,carcod,trlr_id","trlr_num,carcod,trlr_id",1,"dcs_data"
"trlr_num","LES","trlrmgtopr","LES",0,0,"NONE",0,"","",1,"dcs_data"
"trlr_num","shpdckopr","shpAssignStop","LES",0,0,"l_trlr_assign_carmov",1,"","",1,"dcs_data"
"ttip_mls_id","LES","frmEditHomeFrmItems","LES",0,0,"l_mls_id",1,"","",1,"mcs_data"
"txtDestSys","LES","ctlfacilityviewer","SEAMLES",0,0,"l_icon_sys",1,"sys_id","",1,"int_data"
"txtDwnldSeq","LES","ctldwnldifdeditor","SEAMLES",0,0,"l_ifd_data_hdr",1,"txtDwnldSeq=dwnld_seq,txtIFDDataSeq=ifd_data_seq","",0,"int_data"
"txtEvt","LES","ctlevtquery","SEAMLES",0,0,"l_evt",1,"","",1,"int_data"
"txtEvt","LES","ctlfacilityviewer","SEAMLES",0,0,"l_evt",1,"evt_id","",1,"int_data"
"txtEvtSts","LES","ctlevtquery","SEAMLES",0,0,"l_evt_stat_cd",1,"","",1,"int_data"
"txtIFDDataSeq","LES","ctldwnldifdeditor","SEAMLES",0,0,"l_ifd_data_hdr",1,"txtDwnldSeq=dwnld_seq,txtIFDDataSeq=ifd_data_seq","",0,"int_data"
"txtInbIfd","LES","ctlfacilityviewer","SEAMLES",0,0,"l_in_ifd_ver",1,"ifd_id,ifd_ver","",1,"int_data"
"txtOutIfd","LES","ctlfacilityviewer","SEAMLES",0,0,"l_res_ifd_ver",1,"ifd_id,ifd_ver","",1,"int_data"
"txtRIfd","LES","ctlevtquery","SEAMLES",0,0,"l_res_ifd_ver",1,"","",1,"int_data"
"txtSrcSys","LES","ctlfacilityviewer","SEAMLES",0,0,"l_icon_sys",1,"sys_id","",1,"int_data"
"txtTrigIfd","LES","ctlevtquery","SEAMLES",0,0,"l_in_ifd_ver",1,"","",1,"int_data"
"unexp_ret_loc","LES","LES","LES",0,0,"l_stoloc",1,"unexp_ret_loc=stoloc","stoloc=unexp_ret_loc",1,"dcs_data"
"unthgt_mu","dcsrdt","LES","LES",0,0,"r_unthgt_mu",1,"","",1,"dcs_rdt"
"untlen_mu","dcsrdt","LES","LES",0,0,"r_untlen_mu",1,"","",1,"dcs_rdt"
"untwid_mu","dcsrdt","LES","LES",0,0,"r_untwid_mu",1,"","",1,"dcs_rdt"
"uomcod","dcsrdt","ALT_PART_CAPTURE","LES",0,0,"l_alter_prt_uom",1,"","",0,"dcs_data"
"uomcod","dcsrdt","AUDIT_DISTRIBUTION","LES",0,0,"r_uomcod_audit",1,"","",1,"dcs_rdt"
"uomcod","dcsrdt","CYCLE_COUNT","LES",0,0,"r_uomcod_cycle_count",1,"","",1,"dcs_rdt"
"uomcod","dcsrdt","PICKUP_A","LES",0,0,"r_uomcod_prtuom",1,"","",1,"dcs_rdt"
"uomcod","dcsrdt","PICKUP_B","LES",0,0,"r_uomcod_prtuom",1,"","",1,"dcs_rdt"
"uomcod","dcsrdt","THRESH_SPLIT","LES",0,0,"r_uomcod_split",1,"uomcod=codval","",1,"dcs_rdt"
"uomcod","dcsrdt","UNDIR_TRANSFER","LES",0,0,"r_uomcod_transfer",1,"","",1,"dcs_rdt"
"uomcod","dcsrdt","UNDIR_UNPICK","LES",0,0,"r_uomcod_unpick",1,"","",1,"dcs_rdt"
"uomcod","LES","LES","LES",0,0,"l_uomcod",1,"","",1,"dcs_data"
"uomcod","LES","pkostnproc","LES",0,0,"l_uomcod",1,"uomcod=codval","",1,"dcs_data"
"usr_id","AthMnt","LES","LES",0,0,"l_athmnt_usr_id",1,"","",1,"sal_data"
"usr_id","authdsp","LES","LES",0,0,"l_usr_id_lkp",1,"","",1,"mcs_data"
"usr_id","AuthMnt","ctlCopyUsr","LES",0,0,"l_usr_id",0,"","",1,"mcs_data"
"usr_id","dcsrdt","TOOLS_SEND_MSG","LES",0,0,"r_usr_id",1,"","",1,"dcs_rdt"
"usr_id","LES","carmovemnt","LES",0,0,"l_carrier_usr",1,"","",1,"dcs_data"
"usr_id","LES","dirwrkadduser","LES",0,0,"l_usr_wh",1,"usr_id,adrnam","usr_id,adrnam",0,"dcs_data"
"usr_id","LES","LES","LES",0,0,"l_usr_id",1,"","",1,"sal_data"
"usr_id","trlrmgtopr","asgnusrtrlr","LES",0,0,"l_usr_id",0,"usr_id","",1,"dcs_data"
"usr_sts","LES","LES","LES",0,0,"l_usr_sts",1,"","",1,"mcs_data"
"var_nam","LES","ddctxtmnumnt","LES",1,0,"l_varnam",1,"","",1,"mcs_data"
"vb_ctrl_typ","LES","LES","LES",0,0,"l_vb_ctrl_typ",1,"","",1,"sal_data"
"vehtyp","dcsrdt","LES","LES",0,0,"r_vehtyp",1,"","",1,"dcs_rdt"
"vnd_ib_issue","dcsrdt","UNDIR_INBOUND_QUALITY","LES",0,0,"r_vnd_ib_issue",1,"","",1,"dcs_rdt"
"vp_lkp_id","LES","LES","LES",0,0,"l_lkp_id",1,"","",1,"mcs_data"
"wave_set","LES","LES","LES",0,0,"l_wave_set",1,"","",1,"dcs_data"
"wave_set","LES","planwave","LES",0,0,"l_wave_set_unplanned",1,"","",1,"dcs_data"
"wh_id","LES","clsrcvtrkopr","LES",0,0,"l_wh_id",0,"wh_id","",1,"dcs_data"
"wh_id","LES","LES","LES",0,0,"l_wh_id",1,"wh_id","",1,"sal_data"
"wh_id","LES","SUBSITMNTWEB","LES",0,0,"l_wh_id",0,"","",1,"sal_data"
"wh_id","LES","whcopy","LES",0,0,"l_wh_id",0,"wh_id","",1,"mcs_data"
"wh_id","LES","whmnt","LES",0,0,"l_wh_id",0,"wh_id","",1,"mcs_data"
"wko_break_on","LES","pcklstcfgmnt","LES",0,0,"l_wko_break_on",1,"wko_break_on=wko_brk_tbl","",0,"dcs_data"
"wko_break_on","LES","pcklstcfgmntoverride","LES",0,0,"l_wko_break_on",1,"wko_break_on=wko_brk_tbl","",0,"dcs_data"
"wko_pick_ord_by","LES","pcklstcfgmnt","LES",0,0,"l_wko_break_on",1,"wko_pick_ord_by=wko_brk_tbl","",0,"dcs_data"
"wko_pick_ord_by","LES","pcklstcfgmntoverride","LES",0,0,"l_wko_break_on",1,"wko_pick_ord_by=wko_brk_tbl","",0,"dcs_data"
"wkolin","LES","LES","LES",0,0,"l_wkolin",1,"wkonum,client_id,wkorev,wkolin","wkonum,client_id,wkorev,wkolin",1,"dcs_data"
"wkolin","LES","wkodtlmnt","LES",0,0,"NONE",0,"","",1,"dcs_data"
"wkonum","dcsrdt","RETURN_TO_STOCK","LES",0,0,"l_ret_stk_wkonum",1,"wkonum","wh_id,prcloc",1,"dcs_rdt"
"wkonum","dcsrdt","UNDIR_ASSEMBLY","LES",0,0,"r_wkonum",1,"prdlin,wkonum,client_id,wh_id","",1,"dcs_rdt"
"wkonum","LES","invstschgopr","LES",0,0,"l_wkonum",1,"wkonum,client_id,wkorev","wkonum,client_id,wkorev",0,"dcs_data"
"wkonum","LES","LES","LES",0,0,"l_wkonum",1,"wkonum,client_id,wkorev","wkonum,client_id,wkorev",1,"dcs_data"
"wkonum","LES","prdlinplanmnt","LES",0,0,"l_wkonum_prdlin",1,"wkonum,client_id,wkorev","wh_id,prdlin,wkonum,wkorev,client_id",1,"dcs_data"
"wkonum","LES","wkoalocopr","LES",0,0,"NONE",0,"","",0,"dcs_data"
"wkonum","LES","wkocopy","LES",0,0,"NONE",0,"","",1,"dcs_data"
"wkonum","LES","wkomnt","LES",0,0,"NONE",0,"","",1,"dcs_data"
"wkorev","dcsrdt","RETURN_TO_STOCK","LES",0,0,"l_ret_stk_wkorev",1,"wkorev","wh_id,prcloc,wkonum,client_id",1,"dcs_rdt"
"wkorev","LES","invstschgopr","LES",0,0,"l_wkonum",1,"wkonum,client_id,wkorev","wkonum,client_id,wkorev",0,"dcs_data"
"wkorev","LES","LES","LES",0,0,"l_wkonum",1,"wkonum,client_id,wkorev","wkonum,client_id,wkorev",1,"dcs_data"
"wkorev","LES","wkoalocopr","LES",0,0,"NONE",0,"","",0,"dcs_data"
"wkorev","LES","wkocopy","LES",0,0,"NONE",0,"","",1,"dcs_data"
"wkorev","LES","wkomnt","LES",0,0,"NONE",0,"","",1,"dcs_data"
"wrkare","dcsrdt","LES","LES",0,0,"r_wrkare",1,"","",1,"dcs_rdt"
"wrkare","dcsrdt","LOGIN_WORK_INFO","LES",0,0,"r_wrkare_hmewrkare",1,"","",1,"dcs_rdt"
"wrkare","LES","LES","LES",0,0,"l_wrkare",1,"","",1,"dcs_data"
"wrkzon","dcsrdt","DIR_WORK_ASSIGNMENT_FILTERS","LES",0,0,"r_wrk_zn",1,"","",1,"dcs_rdt"
"wrkzon","LES","invstschgopr","LES",0,0,"l_wrkzon",1,"","",0,"dcs_data"
"wrkzon","LES","LES","LES",0,0,"l_wrkzon",1,"","",1,"dcs_data"
"wrkzon","LES","WMD-ZONMSTMNT","LES",0,0,"l_wrkzon",0,"","",1,"dcs_data"
"wrkzon","locmstmnt","LES","LES",0,0,"l_wrkzon_stoloc",1,"wrkzon","",1,"dcs_data"
"wrkzon_dckloc","LES","LES","LES",0,0,"l_wrkzon_dckloc",1,"wrkzon_dckloc=wrkzon","wrkzon=wrkzon_dckloc",1,"dcs_data"
"wrkzon_stgloc","LES","LES","LES",0,0,"l_wrkzon_stgloc",1,"wrkzon_stgloc=wrkzon","wrkzon=stgloc_wrkzon",1,"dcs_data"
"yard_loc","LES","LES","LES",0,0,"l_yard_loc",1,"","stoloc=yard_loc",1,"dcs_data"
"yard_loc","LES","movtrlropr","LES",0,0,"l_yard_loc",0,"","stoloc=yard_loc",1,"dcs_data"
"yard_loc","LES","rcvtrkopr","LES",0,0,"l_dstyardloc_rcv",1,"yard_loc=stoloc","stoloc=yard_loc",1,"dcs_data"
"yard_loc","LES","shpCloseTrailer","LES",0,0,"l_shp_yard_loc",1,"","stoloc=yard_loc",1,"dcs_data"
"yard_loc","LES","trlrmgtopr","LES",0,0,"l_dstyardloc_trlr",1,"yard_loc=stoloc","stoloc=yard_loc",1,"dcs_data"
"yard_loc","LES","yrdmgtopr","LES",0,0,"l_dstyardloc_trlr",1,"yard_loc=stoloc","stoloc=yard_loc",1,"dcs_data"
