pcklst_select_cri_id,pcklst_rule_id,seqnum,log_opr,table_nam,field_name,operator,value,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,is_purged
76,52,1,"","pck_zone","pck_zone_cod","=","R001-P-01","20230609084314","20230609084314","938673","938673",0
77,52,2,"AND","","","","","20230609084314","20230609084314","938673","938673",0
78,52,3,"","pcklst","pcklst_rule_id","=","36","20230609084314","20230609084314","938673","938673",0
79,52,4,"AND","","","","","20230609084314","20230609084314","938673","938673",0
80,52,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_2S_R_ZONE","20230609084314","20230609084314","938673","938673",0
81,51,1,"","pck_zone","pck_zone_cod","=","P001-P-01","20230609084335","20230609084335","938673","938673",0
82,51,2,"AND","","","","","20230609084335","20230609084335","938673","938673",0
83,51,3,"","pcklst","pcklst_rule_id","=","35","20230609084335","20230609084335","938673","938673",0
84,51,4,"AND","","","","","20230609084335","20230609084335","938673","938673",0
85,51,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_2S_P_ZONE","20230609084335","20230609084335","938673","938673",0
86,50,1,"","pck_zone","pck_zone_cod","=","L201-P-01","20230609084357","20230609084357","938673","938673",0
87,50,2,"AND","","","","","20230609084357","20230609084357","938673","938673",0
88,50,3,"","pcklst","pcklst_rule_id","=","34","20230609084357","20230609084357","938673","938673",0
89,50,4,"AND","","","","","20230609084357","20230609084357","938673","938673",0
90,50,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_2S_L_ZONE","20230609084357","20230609084357","938673","938673",0
91,49,1,"","pck_zone","pck_zone_cod","=","E001-P-01","20230609084423","20230609084423","938673","938673",0
92,49,2,"AND","","","","","20230609084423","20230609084423","938673","938673",0
93,49,3,"","pcklst","pcklst_rule_id","=","33","20230609084423","20230609084423","938673","938673",0
94,49,4,"AND","","","","","20230609084423","20230609084423","938673","938673",0
95,49,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_2S_E_ZONE","20230609084423","20230609084423","938673","938673",0
96,48,1,"","pck_zone","pck_zone_cod","=","D001-P-01","20230609084613","20230609084613","938673","938673",0
97,48,2,"AND","","","","","20230609084613","20230609084613","938673","938673",0
98,48,3,"","pcklst","pcklst_rule_id","=","32","20230609084613","20230609084613","938673","938673",0
99,48,4,"AND","","","","","20230609084613","20230609084613","938673","938673",0
100,48,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_2S_D_ZONE","20230609084613","20230609084613","938673","938673",0
101,47,1,"","pck_zone","pck_zone_cod","=","C001-P-01","20230609084643","20230609084643","938673","938673",0
102,47,2,"AND","","","","","20230609084643","20230609084643","938673","938673",0
103,47,3,"","pcklst","pcklst_rule_id","=","31","20230609084643","20230609084643","938673","938673",0
104,47,4,"AND","","","","","20230609084643","20230609084643","938673","938673",0
105,47,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_2S_C_ZONE","20230609084643","20230609084643","938673","938673",0
106,46,1,"","pck_zone","pck_zone_cod","=","B001-P-01","20230609084705","20230609084705","938673","938673",0
107,46,2,"AND","","","","","20230609084705","20230609084705","938673","938673",0
108,46,3,"","pcklst","pcklst_rule_id","=","30","20230609084705","20230609084705","938673","938673",0
109,46,4,"AND","","","","","20230609084705","20230609084705","938673","938673",0
110,46,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_2S_B_ZONE","20230609084705","20230609084705","938673","938673",0
111,45,1,"","pck_zone","pck_zone_cod","=","A001-P-01","20230609084742","20230609084742","938673","938673",0
112,45,2,"AND","","","","","20230609084743","20230609084743","938673","938673",0
113,45,3,"","pcklst","pcklst_rule_id","=","29","20230609084743","20230609084743","938673","938673",0
114,45,4,"AND","","","","","20230609084743","20230609084743","938673","938673",0
115,45,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_2S_A_ZONE","20230609084743","20230609084743","938673","938673",0
116,26,1,"","pck_zone","pck_zone_cod","=","R001-P-01","20230609084805","20230609084805","938673","938673",0
117,26,2,"AND","","","","","20230609084805","20230609084805","938673","938673",0
118,26,3,"","pcklst","pcklst_rule_id","=","25","20230609084805","20230609084805","938673","938673",0
119,26,4,"AND","","","","","20230609084805","20230609084805","938673","938673",0
120,26,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_1S_R_ZONE","20230609084805","20230609084805","938673","938673",0
121,24,1,"","pck_zone","pck_zone_cod","=","P001-P-01","20230609084827","20230609084827","938673","938673",0
122,24,2,"AND","","","","","20230609084827","20230609084827","938673","938673",0
123,24,3,"","pcklst","pcklst_rule_id","=","23","20230609084827","20230609084827","938673","938673",0
124,24,4,"AND","","","","","20230609084827","20230609084827","938673","938673",0
125,24,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_1S_R_ZONE","20230609084827","20230609084827","938673","938673",0
126,15,1,"","pck_zone","pck_zone_cod","=","L201-P-01","20230609084853","20230609084853","938673","938673",0
127,15,2,"AND","","","","","20230609084853","20230609084853","938673","938673",0
128,15,3,"","pcklst","pcklst_rule_id","=","14","20230609084853","20230609084853","938673","938673",0
129,15,4,"AND","","","","","20230609084853","20230609084853","938673","938673",0
130,15,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_1S_L_ZONE","20230609084853","20230609084853","938673","938673",0
146,17,1,"","pck_zone","pck_zone_cod","=","E001-P-01","20230609085456","20230609085456","938673","938673",0
147,17,2,"AND","","","","","20230609085456","20230609085456","938673","938673",0
148,17,3,"","pcklst","pcklst_rule_id","=","16","20230609085456","20230609085456","938673","938673",0
149,17,4,"AND","","","","","20230609085456","20230609085456","938673","938673",0
150,17,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_1S_E_ZONE","20230609085456","20230609085456","938673","938673",0
151,5,1,"","pck_zone","pck_zone_cod","=","D001-P-01","20230609085527","20230609085527","938673","938673",0
152,5,2,"AND","","","","","20230609085527","20230609085527","938673","938673",0
153,5,3,"","pcklst","pcklst_rule_id","=","4","20230609085527","20230609085527","938673","938673",0
154,5,4,"AND","","","","","20230609085527","20230609085527","938673","938673",0
155,5,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_1S_D_ZONE","20230609085527","20230609085527","938673","938673",0
156,28,1,"","pck_zone","pck_zone_cod","=","C001-P-01","20230609085704","20230609085704","938673","938673",0
157,28,2,"AND","","","","","20230609085704","20230609085704","938673","938673",0
158,28,3,"","pcklst","pcklst_rule_id","=","27","20230609085704","20230609085704","938673","938673",0
159,28,4,"AND","","","","","20230609085704","20230609085704","938673","938673",0
160,28,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_1S_C_ZONE","20230609085704","20230609085704","938673","938673",0
161,13,1,"","pck_zone","pck_zone_cod","=","B001-P-01","20230609085803","20230609085803","938673","938673",0
162,13,2,"AND","","","","","20230609085803","20230609085803","938673","938673",0
163,13,3,"","pcklst","pcklst_rule_id","=","12","20230609085803","20230609085803","938673","938673",0
164,13,4,"AND","","","","","20230609085803","20230609085803","938673","938673",0
165,13,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_1S_B_ZONE","20230609085803","20230609085803","938673","938673",0
166,11,1,"","pck_zone","pck_zone_cod","=","A001-P-01","20230609085831","20230609085831","938673","938673",0
167,11,2,"AND","","","","","20230609085831","20230609085831","938673","938673",0
168,11,3,"","pcklst","pcklst_rule_id","=","10","20230609085831","20230609085831","938673","938673",0
169,11,4,"AND","","","","","20230609085831","20230609085831","938673","938673",0
170,11,5,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_1S_A_ZONE","20230609085831","20230609085831","938673","938673",0
171,68,1,"","pck_zone","pck_zone_cod","=","R001-P-01","20230609085916","20230609085916","938673","938673",0
172,68,2,"AND","","","","","20230609085916","20230609085916","938673","938673",0
173,68,3,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_0S_R_ZONE","20230609085916","20230609085916","938673","938673",0
174,67,1,"","pck_zone","pck_zone_cod","=","P001-P-01","20230609090119","20230609090119","938673","938673",0
175,67,2,"AND","","","","","20230609090119","20230609090119","938673","938673",0
176,67,3,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_0S_P_ZONE","20230609090119","20230609090119","938673","938673",0
177,66,1,"","pck_zone","pck_zone_cod","=","L201-P-01","20230609090145","20230609090145","938673","938673",0
178,66,2,"AND","","","","","20230609090146","20230609090146","938673","938673",0
179,66,3,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_0S_L_ZONE","20230609090146","20230609090146","938673","938673",0
180,65,1,"","pck_zone","pck_zone_cod","=","E001-P-01","20230609090239","20230609090239","938673","938673",0
181,65,2,"AND","","","","","20230609090239","20230609090239","938673","938673",0
182,65,3,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_0S_E_ZONE","20230609090239","20230609090239","938673","938673",0
268,18,1,"","pck_zone","pck_zone_cod","=","P001-P-02","20221010123057","20221010123057","939370","939370",0
269,19,1,"","pck_zone","pck_zone_cod","=","P001-P-01","20221010123137","20221010123137","939370","939370",0
270,20,1,"","pck_zone","pck_zone_cod","=","R001-P-02","20221010123213","20221010123213","939370","939370",0
271,21,1,"","pck_zone","pck_zone_cod","=","R001-P-01","20221010123239","20221010123239","939370","939370",0
272,22,1,"","pck_zone","pck_zone_cod","=","C001-P-01","20221010123304","20221010123304","939370","939370",0
558,63,1,"","pck_zone","pck_zone_cod","=","C001-P-01","20230609091012","20230609091012","938673","938673",0
559,63,2,"AND","","","","","20230609091013","20230609091013","938673","938673",0
560,63,3,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_0S_C_ZONE","20230609091013","20230609091013","938673","938673",0
561,62,1,"","pck_zone","pck_zone_cod","=","B001-P-01","20230609091147","20230609091147","938673","938673",0
562,62,2,"AND","","","","","20230609091147","20230609091147","938673","938673",0
563,62,3,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_0S_B_ZONE","20230609091147","20230609091147","938673","938673",0
564,61,1,"","pck_zone","pck_zone_cod","=","A001-P-01","20230609091252","20230609091252","938673","938673",0
565,61,2,"AND","","","","","20230609091252","20230609091252","938673","938673",0
566,61,3,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_0S_A_ZONE","20230609091252","20230609091252","938673","938673",0
567,64,1,"","pck_zone","pck_zone_cod","=","D001-P-01","20230609091716","20230609091716","938673","938673",0
568,64,2,"AND","","","","","20230609091716","20230609091716","938673","938673",0
569,64,3,"","pcklst_rule","pcklst_rule_name","=","TROLLEY_0S_D_ZONE","20230609091716","20230609091716","938673","938673",0
570,36,1,"","pck_zone","pck_zone_cod","=","R001-P-01","20230609093129","20230609093129","938673","938673",0
571,36,2,"AND","","","","","20230609093129","20230609093129","938673","938673",0
572,36,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_80CM_R_ZONE","20230609093129","20230609093129","938673","938673",0
573,35,1,"","pck_zone","pck_zone_cod","=","P001-P-01","20230609093201","20230609093201","938673","938673",0
574,35,2,"AND","","","","","20230609093201","20230609093201","938673","938673",0
575,35,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_80CM_P_ZONE","20230609093201","20230609093201","938673","938673",0
576,34,1,"","pck_zone","pck_zone_cod","=","L201-P-01","20230609093411","20230609093411","938673","938673",0
577,34,2,"AND","","","","","20230609093411","20230609093411","938673","938673",0
578,34,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_80CM_L_ZONE","20230609093411","20230609093411","938673","938673",0
579,33,1,"","pck_zone","pck_zone_cod","=","E001-P-01","20230609093438","20230609093438","938673","938673",0
580,33,2,"AND","","","","","20230609093438","20230609093438","938673","938673",0
581,33,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_80CM_E_ZONE","20230609093438","20230609093438","938673","938673",0
582,32,1,"","pck_zone","pck_zone_cod","=","D001-P-01","20230609093520","20230609093520","938673","938673",0
583,32,2,"AND","","","","","20230609093520","20230609093520","938673","938673",0
584,32,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_80CM_D_ZONE","20230609093520","20230609093520","938673","938673",0
585,31,1,"","pck_zone","pck_zone_cod","=","C001-P-01","20230609093602","20230609093602","938673","938673",0
586,31,2,"AND","","","","","20230609093602","20230609093602","938673","938673",0
587,31,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_80CM_C_ZONE","20230609093602","20230609093602","938673","938673",0
588,30,1,"","pck_zone","pck_zone_cod","=","B001-P-01","20230609093639","20230609093639","938673","938673",0
589,30,2,"AND","","","","","20230609093639","20230609093639","938673","938673",0
590,30,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_80CM_B_ZONE","20230609093639","20230609093639","938673","938673",0
591,29,1,"","pck_zone","pck_zone_cod","=","A001-P-01","20230609093724","20230609093724","938673","938673",0
592,29,2,"AND","","","","","20230609093724","20230609093724","938673","938673",0
593,29,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_80CM_A_ZONE","20230609093724","20230609093724","938673","938673",0
594,44,1,"","pck_zone","pck_zone_cod","=","R001-P-01","20230609093900","20230609093900","938673","938673",0
595,44,2,"AND","","","","","20230609093900","20230609093900","938673","938673",0
596,44,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_60CM_R_ZONE","20230609093900","20230609093900","938673","938673",0
597,43,1,"","pck_zone","pck_zone_cod","=","P001-P-01","20230609094017","20230609094017","938673","938673",0
598,43,2,"AND","","","","","20230609094017","20230609094017","938673","938673",0
599,43,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_60CM_P_ZONE","20230609094017","20230609094017","938673","938673",0
600,42,1,"","pck_zone","pck_zone_cod","=","L201-P-01","20230609094136","20230609094136","938673","938673",0
601,42,2,"AND","","","","","20230609094136","20230609094136","938673","938673",0
602,42,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_60CM_L_ZONE","20230609094136","20230609094136","938673","938673",0
603,41,1,"","pck_zone","pck_zone_cod","=","E001-P-01","20230609094551","20230609094551","938673","938673",0
604,41,2,"AND","","","","","20230609094551","20230609094551","938673","938673",0
605,41,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_60CM_E_ZONE","20230609094551","20230609094551","938673","938673",0
606,40,1,"","pck_zone","pck_zone_cod","=","D001-P-01","20230609094624","20230609094624","938673","938673",0
607,40,2,"AND","","","","","20230609094624","20230609094624","938673","938673",0
608,40,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_60CM_D_ZONE","20230609094624","20230609094624","938673","938673",0
609,39,1,"","pck_zone","pck_zone_cod","=","C001-P-01","20230609094744","20230609094744","938673","938673",0
610,39,2,"AND","","","","","20230609094744","20230609094744","938673","938673",0
611,39,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_60CM_C_ZONE","20230609094744","20230609094744","938673","938673",0
612,38,1,"","pck_zone","pck_zone_cod","=","B001-P-01","20230609094813","20230609094813","938673","938673",0
613,38,2,"AND","","","","","20230609094813","20230609094813","938673","938673",0
614,38,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_60CM_B_ZONE","20230609094813","20230609094813","938673","938673",0
615,37,1,"","pck_zone","pck_zone_cod","=","A001-P-01","20230609094841","20230609094841","938673","938673",0
616,37,2,"AND","","","","","20230609094841","20230609094841","938673","938673",0
617,37,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_60CM_A_ZONE","20230609094841","20230609094841","938673","938673",0
618,10,1,"","pck_zone","pck_zone_cod","=","A001-P-01","20230609094950","20230609094950","938673","938673",0
619,10,2,"AND","","","","","20230609094950","20230609094950","938673","938673",0
620,10,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_120CM_A_ZONE","20230609094950","20230609094950","938673","938673",0
621,12,1,"","pck_zone","pck_zone_cod","=","B001-P-01","20230609095023","20230609095023","938673","938673",0
622,12,2,"AND","","","","","20230609095023","20230609095023","938673","938673",0
623,12,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_120CM_B_ZONE","20230609095023","20230609095023","938673","938673",0
624,27,1,"","pck_zone","pck_zone_cod","=","C001-P-01","20230609095057","20230609095057","938673","938673",0
625,27,2,"AND","","","","","20230609095057","20230609095057","938673","938673",0
626,27,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_120CM_C_ZONE","20230609095057","20230609095057","938673","938673",0
627,4,1,"","pck_zone","pck_zone_cod","=","D001-P-01","20230609095129","20230609095129","938673","938673",0
628,4,2,"AND","","","","","20230609095129","20230609095129","938673","938673",0
629,4,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_120CM_D_ZONE","20230609095129","20230609095129","938673","938673",0
630,16,1,"","pck_zone","pck_zone_cod","=","E001-P-01","20230609095234","20230609095234","938673","938673",0
631,16,2,"AND","","","","","20230609095234","20230609095234","938673","938673",0
632,16,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_120CM_E_ZONE","20230609095234","20230609095234","938673","938673",0
633,14,1,"","pck_zone","pck_zone_cod","=","L201-P-01","20230609095302","20230609095302","938673","938673",0
634,14,2,"AND","","","","","20230609095302","20230609095302","938673","938673",0
635,14,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_120CM_L_ZONE","20230609095302","20230609095302","938673","938673",0
636,23,1,"","pck_zone","pck_zone_cod","=","P001-P-01","20230609095332","20230609095332","938673","938673",0
637,23,2,"AND","","","","","20230609095332","20230609095332","938673","938673",0
638,23,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_120CM_P_ZONE","20230609095332","20230609095332","938673","938673",0
639,25,1,"","pck_zone","pck_zone_cod","=","R001-P-01","20230609095435","20230609095435","938673","938673",0
640,25,2,"AND","","","","","20230609095435","20230609095435","938673","938673",0
641,25,3,"","pcklst_rule","pcklst_rule_name","=","SHELVE_120CM_R_ZONE","20230609095435","20230609095435","938673","938673",0
642,69,1,"","pck_zone","pck_zone_cod","=","A001-P-01","20230720140727","20230720140727","938673","938673",0
643,70,1,"","pck_zone","pck_zone_cod","=","B001-P-01","20230720140727","20230720140727","938673","938673",0
644,71,1,"","pck_zone","pck_zone_cod","=","C001-P-01","20230720140727","20230720140727","938673","938673",0
645,72,1,"","pck_zone","pck_zone_cod","=","D001-P-01","20230720140727","20230720140727","938673","938673",0
646,73,1,"","pck_zone","pck_zone_cod","=","E001-P-01","20230720140727","20230720140727","938673","938673",0
647,74,1,"","pck_zone","pck_zone_cod","=","L201-P-01","20230720140727","20230720140727","938673","938673",0
648,75,1,"","pck_zone","pck_zone_cod","=","P001-P-01","20230720140727","20230720140727","938673","938673",0
649,76,1,"","pck_zone","pck_zone_cod","=","R001-P-01","20230720140727","20230720140727","938673","938673",0
650,77,1,"","pck_zone","pck_zone_cod","=","A001-P-01","20230720140733","20230720140733","938673","938673",0
651,78,1,"","pck_zone","pck_zone_cod","=","B001-P-01","20230720140733","20230720140733","938673","938673",0
652,79,1,"","pck_zone","pck_zone_cod","=","C001-P-01","20230720140733","20230720140733","938673","938673",0
653,80,1,"","pck_zone","pck_zone_cod","=","D001-P-01","20230720140733","20230720140733","938673","938673",0
654,81,1,"","pck_zone","pck_zone_cod","=","E001-P-01","20230720140733","20230720140733","938673","938673",0
655,82,1,"","pck_zone","pck_zone_cod","=","L201-P-01","20230720140733","20230720140733","938673","938673",0
656,83,1,"","pck_zone","pck_zone_cod","=","P001-P-01","20230720140733","20230720140733","938673","938673",0
657,84,1,"","pck_zone","pck_zone_cod","=","R001-P-01","20230720140733","20230720140733","938673","938673",0
658,85,1,"","pck_zone","pck_zone_cod","=","A001-P-01","20230720140736","20230720140736","938673","938673",0
659,86,1,"","pck_zone","pck_zone_cod","=","B001-P-01","20230720140737","20230720140737","938673","938673",0
660,87,1,"","pck_zone","pck_zone_cod","=","C001-P-01","20230720140737","20230720140737","938673","938673",0
661,88,1,"","pck_zone","pck_zone_cod","=","D001-P-01","20230720140737","20230720140737","938673","938673",0
662,89,1,"","pck_zone","pck_zone_cod","=","E001-P-01","20230720140737","20230720140737","938673","938673",0
663,90,1,"","pck_zone","pck_zone_cod","=","L201-P-01","20230720140737","20230720140737","938673","938673",0
664,91,1,"","pck_zone","pck_zone_cod","=","P001-P-01","20230720140737","20230720140737","938673","938673",0
665,92,1,"","pck_zone","pck_zone_cod","=","R001-P-01","20230720140737","20230720140737","938673","938673",0
666,93,1,"","pck_zone","pck_zone_cod","=","A001-P-01","20230720140741","20230720140741","938673","938673",0
667,94,1,"","pck_zone","pck_zone_cod","=","B001-P-01","20230720140741","20230720140741","938673","938673",0
668,95,1,"","pck_zone","pck_zone_cod","=","C001-P-01","20230720140741","20230720140741","938673","938673",0
669,96,1,"","pck_zone","pck_zone_cod","=","D001-P-01","20230720140741","20230720140741","938673","938673",0
670,97,1,"","pck_zone","pck_zone_cod","=","E001-P-01","20230720140741","20230720140741","938673","938673",0
671,98,1,"","pck_zone","pck_zone_cod","=","L201-P-01","20230720140741","20230720140741","938673","938673",0
672,99,1,"","pck_zone","pck_zone_cod","=","P001-P-01","20230720140741","20230720140741","938673","938673",0
673,100,1,"","pck_zone","pck_zone_cod","=","R001-P-01","20230720140741","20230720140741","938673","938673",0
674,102,1,"","pck_zone","pck_zone_cod","=","A001-P-02","20231005203936","20231005203936","939370","939370",0
675,103,1,"","pck_zone","pck_zone_cod","=","C001-P-02","20231005204024","20231005204024","939370","939370",0
676,104,1,"","pck_zone","pck_zone_cod","=","E001-P-02","20231005204048","20231005204048","939370","939370",0
