pcklst_rule_grp_id,pcklst_rule_grp_name,wh_id,client_id,ena_flg,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
29,"TROLLEY_0S_P_ZONE_GRP","3","RFH",0,"20230113142207","20230113142207","939370","939370"
30,"TROLLEY_3S_R_ZONE_GRP","3","RFH",0,"20230113142235","20230113142235","939370","939370"
31,"TROLLEY_2S_R_ZONE_GRP","3","RFH",0,"20230113142300","20230113142300","939370","939370"
32,"TROLLEY_1S_R_ZONE_GRP","3","RFH",0,"20230113142328","20230113142328","939370","939370"
33,"TROLLEY_0S_R_ZONE_GRP","3","RFH",0,"20230113142355","20230113142355","939370","939370"
34,"GENERAL_RULES_ODDSIZE","3","RFH",1,"20230113142454","20230202131842","939370","939370"
35,"GENERAL_A_ZONE","3","RFH",1,"20230202132108","20230202132108","939370","939370"
36,"GENERAL_B_ZONE","3","RFH",1,"20230202132127","20230202132127","939370","939370"
37,"GENERAL_C_ZONE","3","RFH",1,"20230202132144","20230202132144","939370","939370"
38,"GENERAL_D_ZONE","3","RFH",1,"20230202132219","20230202132219","939370","939370"
39,"GENERAL_E_ZONE","3","RFH",1,"20230202132247","20230202132247","939370","939370"
40,"GENERAL_L_ZONE","3","RFH",1,"20230202132314","20230202132314","939370","939370"
41,"GENERAL_P_ZONE","3","RFH",1,"20230202132334","20230202132334","939370","939370"
42,"GENERAL_R_ZONE","3","RFH",1,"20230202132402","20230202132402","939370","939370"
43,"Z1-0S_GENERAL_A_ZONE","3","RFH",0,"20230720140727","20230720140727","938673","938673"
44,"Z1-0S_GENERAL_B_ZONE","3","RFH",0,"20230720140727","20230720140727","938673","938673"
45,"Z1-0S_GENERAL_C_ZONE","3","RFH",0,"20230720140727","20230720140727","938673","938673"
46,"Z1-0S_GENERAL_D_ZONE","3","RFH",0,"20230720140727","20230720140727","938673","938673"
47,"Z1-0S_GENERAL_E_ZONE","3","RFH",0,"20230720140727","20230720140727","938673","938673"
48,"Z1-0S_GENERAL_L_ZONE","3","RFH",0,"20230720140727","20230720140727","938673","938673"
49,"Z1-0S_GENERAL_P_ZONE","3","RFH",0,"20230720140727","20230720140727","938673","938673"
50,"Z1-0S_GENERAL_R_ZONE","3","RFH",0,"20230720140727","20230720140727","938673","938673"
51,"Z1-1S_GENERAL_A_ZONE","3","RFH",0,"20230720140733","20230720140733","938673","938673"
52,"Z1-1S_GENERAL_B_ZONE","3","RFH",0,"20230720140733","20230720140733","938673","938673"
53,"Z1-1S_GENERAL_C_ZONE","3","RFH",0,"20230720140733","20230720140733","938673","938673"
54,"Z1-1S_GENERAL_D_ZONE","3","RFH",0,"20230720140733","20230720140733","938673","938673"
55,"Z1-1S_GENERAL_E_ZONE","3","RFH",0,"20230720140733","20230720140733","938673","938673"
56,"Z1-1S_GENERAL_L_ZONE","3","RFH",0,"20230720140733","20230720140733","938673","938673"
57,"Z1-1S_GENERAL_P_ZONE","3","RFH",0,"20230720140733","20230720140733","938673","938673"
58,"Z1-1S_GENERAL_R_ZONE","3","RFH",0,"20230720140733","20230720140733","938673","938673"
59,"Z1-2S_GENERAL_A_ZONE","3","RFH",0,"20230720140736","20230720140736","938673","938673"
60,"Z1-2S_GENERAL_B_ZONE","3","RFH",0,"20230720140737","20230720140737","938673","938673"
61,"Z1-2S_GENERAL_C_ZONE","3","RFH",0,"20230720140737","20230720140737","938673","938673"
62,"Z1-2S_GENERAL_D_ZONE","3","RFH",0,"20230720140737","20230720140737","938673","938673"
63,"Z1-2S_GENERAL_E_ZONE","3","RFH",0,"20230720140737","20230720140737","938673","938673"
64,"Z1-2S_GENERAL_L_ZONE","3","RFH",0,"20230720140737","20230720140737","938673","938673"
65,"Z1-2S_GENERAL_P_ZONE","3","RFH",0,"20230720140737","20230720140737","938673","938673"
66,"Z1-2S_GENERAL_R_ZONE","3","RFH",0,"20230720140737","20230720140737","938673","938673"
67,"Z1-3S_GENERAL_A_ZONE","3","RFH",0,"20230720140741","20230720140741","938673","938673"
68,"Z1-3S_GENERAL_B_ZONE","3","RFH",0,"20230720140741","20230720140741","938673","938673"
69,"Z1-3S_GENERAL_C_ZONE","3","RFH",0,"20230720140741","20230720140741","938673","938673"
70,"Z1-3S_GENERAL_D_ZONE","3","RFH",0,"20230720140741","20230720140741","938673","938673"
71,"Z1-3S_GENERAL_E_ZONE","3","RFH",0,"20230720140741","20230720140741","938673","938673"
72,"Z1-3S_GENERAL_L_ZONE","3","RFH",0,"20230720140741","20230720140741","938673","938673"
73,"Z1-3S_GENERAL_P_ZONE","3","RFH",0,"20230720140741","20230720140741","938673","938673"
74,"Z1-3S_GENERAL_R_ZONE","3","RFH",0,"20230720140741","20230720140741","938673","938673"
